imdb_title_id,genres
tt0114709,Adventure
tt0114709,Animation
tt0114709,Children
tt0114709,Comedy
tt0114709,Fantasy
tt0113497,Adventure
tt0113497,Children
tt0113497,Fantasy
tt0113228,Comedy
tt0113228,Romance
tt0114885,Comedy
tt0114885,Drama
tt0114885,Romance
tt0113041,Comedy
tt0113277,Action
tt0113277,Crime
tt0113277,Thriller
tt0114319,Comedy
tt0114319,Romance
tt0112302,Adventure
tt0112302,Children
tt0114576,Action
tt0113189,Action
tt0113189,Adventure
tt0113189,Thriller
tt0112896,Comedy
tt0112896,Horror
tt0112453,Adventure
tt0112453,Animation
tt0112453,Children
tt0113987,Drama
tt0112760,Action
tt0112760,Adventure
tt0112760,Romance
tt0112641,Crime
tt0112641,Drama
tt0114388,Drama
tt0114388,Romance
tt0113101,Comedy
tt0112281,Comedy
tt0113845,Action
tt0113845,Comedy
tt0113845,Crime
tt0113845,Drama
tt0113845,Thriller
tt0113161,Comedy
tt0113161,Crime
tt0113161,Thriller
tt0112722,Crime
tt0112722,Drama
tt0112722,Horror
tt0112722,Mystery
tt0112722,Thriller
tt0112401,Action
tt0112401,Crime
tt0112401,Thriller
tt0114168,Drama
tt0114168,Sci-Fi
tt0113627,Drama
tt0113627,Romance
tt0114057,Drama
tt0114011,Children
tt0114011,Drama
tt0112792,Drama
tt0112431,Children
tt0112431,Drama
tt0112818,Crime
tt0112818,Drama
tt0113442,Children
tt0113442,Comedy
tt0112697,Comedy
tt0112697,Romance
tt0112749,Drama
tt0114279,Drama
tt0114279,War
tt0112819,Action
tt0112819,Crime
tt0112819,Drama
tt0114272,Drama
tt0113855,Action
tt0113855,Adventure
tt0113855,Fantasy
tt0114681,Comedy
tt0114681,Drama
tt0114681,Thriller
tt0113347,Drama
tt0113347,Romance
tt0114148,Animation
tt0114148,Children
tt0114148,Drama
tt0114148,Musical
tt0114148,Romance
tt0114916,Drama
tt0114916,Romance
tt0113819,Comedy
tt0113819,Drama
tt0113819,Romance
tt0113158,Drama
tt0113321,Drama
tt0116260,Drama
tt0116260,Thriller
tt0113862,Drama
tt0116126,Comedy
tt0116126,Crime
tt0115683,Comedy
tt0116839,Action
tt0116839,Sci-Fi
tt0116839,Thriller
tt0113118,Comedy
tt0116367,Action
tt0116367,Comedy
tt0116367,Horror
tt0116367,Thriller
tt0113010,Action
tt0113537,Comedy
tt0113537,Drama
tt0115644,Drama
tt0115644,Romance
tt0115676,Comedy
tt0115676,Drama
tt0114367,Action
tt0114367,Sci-Fi
tt0114367,Thriller
tt0114660,Crime
tt0114660,Drama
tt0114660,Romance
tt0114039,Drama
tt0114039,Romance
tt0112365,Drama
tt0112365,Romance
tt0118158,Action
tt0118158,Adventure
tt0118158,Drama
tt0116151,Children
tt0116151,Comedy
tt0115697,Comedy
tt0113972,Action
tt0113972,Thriller
tt0117002,Drama
tt0117002,Horror
tt0117002,Thriller
tt0114825,Comedy
tt0114825,Horror
tt0114825,Romance
tt0115639,Comedy
tt0115639,Drama
tt0115639,Romance
tt0115759,Action
tt0115759,Adventure
tt0115759,Thriller
tt0113403,Comedy
tt0113403,Drama
tt0115907,Drama
tt0115907,Thriller
tt0115734,Adventure
tt0115734,Comedy
tt0115734,Crime
tt0115734,Romance
tt0117102,Comedy
tt0118040,Mystery
tt0118040,Sci-Fi
tt0118040,Thriller
tt0116483,Comedy
tt0117110,Adventure
tt0117110,Children
tt0117110,Comedy
tt0117110,Musical
tt0112573,Action
tt0112573,Drama
tt0112573,War
tt0075314,Crime
tt0075314,Drama
tt0075314,Thriller
tt0115645,Drama
tt0115645,Mystery
tt0116606,Comedy
tt0116606,Romance
tt0103859,Comedy
tt0103859,Romance
tt0113451,Thriller
tt0116130,Comedy
tt0113756,Documentary
tt0112442,Action
tt0112442,Comedy
tt0112442,Crime
tt0112442,Drama
tt0112442,Thriller
tt0109093,Crime
tt0109093,Drama
tt0109093,Thriller
tt0112384,Adventure
tt0112384,Drama
tt0112384,IMAX
tt0114287,Action
tt0114287,Drama
tt0114287,Romance
tt0114287,War
tt0112462,Action
tt0112462,Adventure
tt0112462,Comedy
tt0112462,Crime
tt0112495,Adventure
tt0112495,Drama
tt0112495,War
tt0112541,Comedy
tt0112541,Drama
tt0109370,Comedy
tt0109370,War
tt0112642,Adventure
tt0112642,Children
tt0112688,Crime
tt0112688,Drama
tt0112688,Mystery
tt0112715,Action
tt0112715,Adventure
tt0112715,Mystery
tt0112715,Sci-Fi
tt0112740,Drama
tt0112740,Thriller
tt0112740,War
tt0112851,Action
tt0112851,Romance
tt0112851,Western
tt0112857,Crime
tt0112857,Film-Noir
tt0112857,Mystery
tt0112857,Thriller
tt0112864,Action
tt0112864,Crime
tt0112864,Thriller
tt0113071,Action
tt0113071,Drama
tt0113071,Romance
tt0113114,Adventure
tt0113114,Children
tt0113114,Drama
tt0113243,Action
tt0113243,Adventure
tt0113243,Crime
tt0113243,Thriller
tt0113464,Comedy
tt0113464,Drama
tt0113481,Action
tt0113481,Sci-Fi
tt0113481,Thriller
tt0113492,Action
tt0113492,Crime
tt0113492,Sci-Fi
tt0113540,Drama
tt0113677,Comedy
tt0113690,Horror
tt0107447,Comedy
tt0107447,Drama
tt0113729,Drama
tt0113729,Romance
tt0113749,Comedy
tt0113749,Romance
tt0113820,Action
tt0113820,Children
tt0110620,Drama
tt0113986,Comedy
tt0113986,Romance
tt0114095,Comedy
tt0114241,Comedy
tt0114241,Fantasy
tt0114323,Thriller
tt0114436,Drama
tt0114478,Comedy
tt0114478,Drama
tt0114496,Comedy
tt0114496,Drama
tt0114496,Romance
tt0114508,Horror
tt0114508,Sci-Fi
tt0114558,Action
tt0114558,Crime
tt0114558,Drama
tt0114558,Mystery
tt0114558,Sci-Fi
tt0114558,Thriller
tt0114663,Drama
tt0114663,Fantasy
tt0114702,Drama
tt0114702,Romance
tt0114781,Action
tt0114798,Comedy
tt0114798,Drama
tt0114898,Action
tt0114898,Adventure
tt0114898,Sci-Fi
tt0114928,Drama
tt0114938,Western
tt0112602,Adventure
tt0112602,Comedy
tt0112602,Crime
tt0112602,Mystery
tt0112471,Drama
tt0112471,Romance
tt0112508,Comedy
tt0112571,Comedy
tt0112571,Drama
tt0112679,Drama
tt0112679,Romance
tt0109445,Comedy
tt0109635,Drama
tt0109635,Thriller
tt0109676,Action
tt0109676,Thriller
tt0112854,Comedy
tt0109579,Drama
tt0109579,Thriller
tt0109642,Drama
tt0109642,Thriller
tt0109759,Drama
tt0109758,Comedy
tt0109707,Comedy
tt0109707,Drama
tt0113117,Action
tt0113117,Comedy
tt0113117,Romance
tt0113097,Comedy
tt0113097,Romance
tt0113303,Thriller
tt0113089,Children
tt0113089,Drama
tt0110005,Crime
tt0110005,Drama
tt0110116,Drama
tt0110116,Romance
tt0110099,Comedy
tt0110099,Romance
tt0110148,Drama
tt0110148,Horror
tt0113463,Drama
tt0110216,Comedy
tt0110216,Sci-Fi
tt0113501,Mystery
tt0113501,Thriller
tt0113552,Crime
tt0113552,Drama
tt0113552,Thriller
tt0110367,Drama
tt0110296,Drama
tt0110322,Drama
tt0110322,Romance
tt0110322,War
tt0110322,Western
tt0110443,Comedy
tt0110391,Drama
tt0110391,Romance
tt0113691,Drama
tt0113755,Comedy
tt0110538,Comedy
tt0110516,Comedy
tt0110516,Romance
tt0110527,Drama
tt0113808,Comedy
tt0113896,Drama
tt0113870,Drama
tt0113870,Thriller
tt0110684,Comedy
tt0110684,Drama
tt0110684,Romance
tt0110638,Drama
tt0113967,Crime
tt0113967,Drama
tt0110671,Comedy
tt0110671,Romance
tt0110632,Action
tt0110632,Crime
tt0110632,Thriller
tt0110737,Comedy
tt0110737,Romance
tt0110729,Crime
tt0110729,Drama
tt0114151,Drama
tt0114151,Thriller
tt0114069,Action
tt0114069,Drama
tt0114069,Sci-Fi
tt0114069,Thriller
tt0110912,Comedy
tt0110912,Crime
tt0110912,Drama
tt0110912,Thriller
tt0110889,Drama
tt0110932,Drama
tt0114296,Comedy
tt0114296,Drama
tt0110965,Horror
tt0110965,Thriller
tt0114571,Comedy
tt0111282,Action
tt0111282,Adventure
tt0111282,Sci-Fi
tt0111149,Comedy
tt0111149,Drama
tt0111149,Thriller
tt0108260,Film-Noir
tt0108260,Thriller
tt0114614,Action
tt0114614,Comedy
tt0114614,Sci-Fi
tt0111280,Adventure
tt0111280,Drama
tt0111280,Sci-Fi
tt0114609,Action
tt0114609,Crime
tt0114609,Horror
tt0111454,Drama
tt0114852,Horror
tt0114852,Sci-Fi
tt0114694,Comedy
tt0111590,Drama
tt0114788,Mystery
tt0114788,Thriller
tt0108550,Drama
tt0114857,Action
tt0114857,Sci-Fi
tt0114857,Thriller
tt0114924,Comedy
tt0114924,Romance
tt0109655,Drama
tt0110598,Comedy
tt0109040,Comedy
tt0104779,Drama
tt0104779,Film-Noir
tt0104779,Romance
tt0109348,Comedy
tt0109444,Action
tt0109444,Crime
tt0109444,Drama
tt0109444,Thriller
tt0109484,Comedy
tt0109484,Drama
tt0109484,Romance
tt0109504,Comedy
tt0109504,Drama
tt0109450,Drama
tt0109830,Comedy
tt0109830,Drama
tt0109830,Romance
tt0109830,War
tt0109831,Comedy
tt0109831,Romance
tt0113305,Drama
tt0110091,Comedy
tt0110091,Drama
tt0110091,Romance
tt0110093,Action
tt0110093,Comedy
tt0110167,Comedy
tt0110167,Drama
tt0110167,Romance
tt0107426,Drama
tt0110478,Adventure
tt0110478,Comedy
tt0110478,Western
tt0110588,Drama
tt0110622,Action
tt0110622,Comedy
tt0110950,Comedy
tt0110950,Drama
tt0110950,Romance
tt0111257,Action
tt0111257,Romance
tt0111257,Thriller
tt0111256,Comedy
tt0111256,Romance
tt0111438,Action
tt0111438,Sci-Fi
tt0111438,Thriller
tt0111503,Action
tt0111503,Adventure
tt0111503,Comedy
tt0111503,Romance
tt0111503,Thriller
tt0111693,Drama
tt0111693,Romance
tt0111742,Drama
tt0111742,Horror
tt0111742,Romance
tt0111742,Thriller
tt0111756,Western
tt0112443,Action
tt0112443,Crime
tt0112443,Drama
tt0111048,Drama
tt0110186,Crime
tt0110186,Drama
tt0111301,Action
tt0111301,Adventure
tt0111301,Fantasy
tt0109785,Drama
tt0113409,Horror
tt0113409,Thriller
tt0109021,Drama
tt0109035,Crime
tt0109035,Drama
tt0106220,Children
tt0106220,Comedy
tt0106220,Fantasy
tt0109068,Comedy
tt0106292,Comedy
tt0106292,Thriller
tt0109198,Western
tt0109219,Comedy
tt0109219,Romance
tt0109254,Action
tt0109254,Comedy
tt0109254,Crime
tt0109254,Thriller
tt0109279,Adventure
tt0109279,Children
tt0109279,Drama
tt0109303,Action
tt0109303,Thriller
tt0109305,Drama
tt0109306,Drama
tt0109306,Romance
tt0106452,Horror
tt0106452,Sci-Fi
tt0106452,Thriller
tt0106471,Drama
tt0106471,Mystery
tt0106471,Romance
tt0106471,Thriller
tt0109361,Comedy
tt0106505,Comedy
tt0106505,Drama
tt0106519,Crime
tt0106519,Drama
tt0109439,Adventure
tt0109439,Comedy
tt0109439,Western
tt0109443,Comedy
tt0106582,Action
tt0106582,Adventure
tt0106582,Thriller
tt0106598,Comedy
tt0106598,Sci-Fi
tt0109456,Drama
tt0109456,Thriller
tt0109480,Comedy
tt0106673,Comedy
tt0106673,Romance
tt0106677,Comedy
tt0106697,Action
tt0106697,Adventure
tt0106697,Sci-Fi
tt0106834,Comedy
tt0106834,Romance
tt0106873,Comedy
tt0106881,Drama
tt0111732,Comedy
tt0111732,Drama
tt0106926,Drama
tt0106926,Mystery
tt0106926,Romance
tt0111712,Drama
tt0106941,Comedy
tt0106941,Romance
tt0106965,Adventure
tt0106965,Children
tt0106965,Drama
tt0109842,Crime
tt0109842,Drama
tt0109842,Thriller
tt0107004,Drama
tt0107004,Western
tt0109913,Drama
tt0109913,Romance
tt0107076,Action
tt0107076,Adventure
tt0107076,Crime
tt0107076,Thriller
tt0107144,Action
tt0107144,Comedy
tt0107144,War
tt0113674,Comedy
tt0110064,Comedy
tt0110097,Comedy
tt0110097,Drama
tt0110123,Comedy
tt0110123,War
tt0107206,Action
tt0107206,Thriller
tt0107207,Drama
tt0110197,Comedy
tt0110197,Crime
tt0110197,Drama
tt0107286,Action
tt0107286,Crime
tt0107286,Thriller
tt0107290,Action
tt0107290,Adventure
tt0107290,Sci-Fi
tt0107290,Thriller
tt0107302,Drama
tt0107302,Thriller
tt0110305,Adventure
tt0110305,Children
tt0107362,Action
tt0107362,Adventure
tt0107362,Comedy
tt0107362,Fantasy
tt0107413,Comedy
tt0110353,Comedy
tt0110353,Western
tt0107468,Drama
tt0107468,Romance
tt0107478,Comedy
tt0107497,Thriller
tt0107507,Comedy
tt0107507,Mystery
tt0107554,Action
tt0107554,Crime
tt0107554,Drama
tt0116253,Action
tt0116253,Adventure
tt0116253,Thriller
tt0111689,Comedy
tt0111689,Drama
tt0111689,Romance
tt0111689,Thriller
tt0107616,Comedy
tt0107616,Romance
tt0107613,Comedy
tt0107613,Romance
tt0107614,Comedy
tt0107614,Drama
tt0107653,Drama
tt0110678,Action
tt0110678,Drama
tt0110678,Sci-Fi
tt0110687,Comedy
tt0107756,Drama
tt0107756,Fantasy
tt0107756,Romance
tt0107818,Drama
tt0107840,Drama
tt0110939,Comedy
tt0110939,Mystery
tt0110939,Romance
tt0110971,Comedy
tt0110971,Drama
tt0107969,Action
tt0107969,Drama
tt0107969,Mystery
tt0107978,Action
tt0107978,Crime
tt0107978,Drama
tt0107978,Sci-Fi
tt0107978,Thriller
tt0107977,Comedy
tt0107983,Crime
tt0107983,Thriller
tt0105275,Action
tt0105275,Drama
tt0108000,Drama
tt0108002,Drama
tt0108052,Drama
tt0108052,War
tt0108065,Drama
tt0111127,Comedy
tt0111127,Crime
tt0111127,Horror
tt0108101,Drama
tt0108101,Romance
tt0108122,Drama
tt0111201,Drama
tt0108149,Drama
tt0108160,Comedy
tt0108160,Drama
tt0108160,Romance
tt0108162,Thriller
tt0083658,Action
tt0083658,Sci-Fi
tt0083658,Thriller
tt0108186,Comedy
tt0108186,Drama
tt0108186,Romance
tt0108174,Comedy
tt0108174,Romance
tt0108174,Thriller
tt0108238,Action
tt0108238,Crime
tt0108255,Action
tt0108255,Adventure
tt0108255,Children
tt0108255,Comedy
tt0108255,Fantasy
tt0108255,Sci-Fi
tt0111323,Action
tt0111323,Adventure
tt0111323,Thriller
tt0111400,Action
tt0111400,Mystery
tt0111400,Thriller
tt0111418,Comedy
tt0111418,Romance
tt0108358,Action
tt0108358,Drama
tt0108358,Western
tt0108399,Crime
tt0108399,Thriller
tt0114906,Comedy
tt0114906,Drama
tt0107002,Drama
tt0107002,Romance
tt0109403,Comedy
tt0107315,Comedy
tt0107315,Drama
tt0106408,Comedy
tt0106408,Drama
tt0110363,Comedy
tt0110363,Drama
tt0111252,Comedy
tt0111252,Drama
tt0109120,Adventure
tt0109120,Children
tt0109120,Drama
tt0110892,Drama
tt0099785,Children
tt0099785,Comedy
tt0099653,Comedy
tt0099653,Drama
tt0099653,Fantasy
tt0099653,Romance
tt0099653,Thriller
tt0103639,Adventure
tt0103639,Animation
tt0103639,Children
tt0103639,Comedy
tt0103639,Musical
tt0103064,Action
tt0103064,Sci-Fi
tt0099348,Adventure
tt0099348,Drama
tt0099348,Western
tt0096895,Action
tt0096895,Crime
tt0096895,Thriller
tt0029583,Animation
tt0029583,Children
tt0029583,Drama
tt0029583,Fantasy
tt0029583,Musical
tt0101414,Animation
tt0101414,Children
tt0101414,Fantasy
tt0101414,Musical
tt0101414,Romance
tt0101414,IMAX
tt0032910,Animation
tt0032910,Children
tt0032910,Fantasy
tt0032910,Musical
tt0100405,Comedy
tt0100405,Romance
tt0110395,Action
tt0110395,Comedy
tt0110395,Crime
tt0117247,Drama
tt0117247,Romance
tt0112625,Fantasy
tt0112625,Horror
tt0116282,Comedy
tt0116282,Crime
tt0116282,Drama
tt0116282,Thriller
tt0116552,Adventure
tt0116552,Children
tt0082509,Action
tt0082509,Adventure
tt0082509,Animation
tt0082509,Horror
tt0082509,Sci-Fi
tt0116514,Action
tt0116514,Horror
tt0116514,Sci-Fi
tt0116684,Drama
tt0116684,Romance
tt0118001,Comedy
tt0118001,Romance
tt0116165,Comedy
tt0117381,Crime
tt0117381,Drama
tt0117381,Mystery
tt0117381,Thriller
tt0115509,Adventure
tt0115509,Animation
tt0115509,Children
tt0115509,Fantasy
tt0115509,Musical
tt0115509,Romance
tt0112844,Comedy
tt0114658,Comedy
tt0113122,Drama
tt0117608,Comedy
tt0116414,Comedy
tt0116414,Drama
tt0116095,Drama
tt0116095,Thriller
tt0113947,Drama
tt0115956,Action
tt0115956,Crime
tt0115956,Drama
tt0115956,War
tt0117060,Action
tt0117060,Adventure
tt0117060,Mystery
tt0117060,Thriller
tt0117071,Drama
tt0116168,Comedy
tt0116683,Adventure
tt0116683,Animation
tt0116683,Children
tt0116683,Fantasy
tt0116683,Musical
tt0116287,Thriller
tt0116768,Comedy
tt0114787,Comedy
tt0114787,Drama
tt0114787,War
tt0117128,Comedy
tt0117128,Sci-Fi
tt0117705,Adventure
tt0117705,Animation
tt0117705,Children
tt0117705,Comedy
tt0117705,Fantasy
tt0117705,Sci-Fi
tt0062711,Adventure
tt0062711,Comedy
tt0062711,Sci-Fi
tt0113443,Drama
tt0114048,Action
tt0114048,Adventure
tt0114048,Comedy
tt0114048,War
tt0117104,Comedy
tt0117104,Romance
tt0117688,Action
tt0117688,Sci-Fi
tt0117688,Thriller
tt0116289,Drama
tt0116289,Romance
tt0109593,Drama
tt0112368,Comedy
tt0115742,Drama
tt0117784,Drama
tt0117107,Crime
tt0117107,Drama
tt0117107,Thriller
tt0095776,Adventure
tt0095776,Animation
tt0095776,Children
tt0095776,Comedy
tt0095776,Musical
tt0115851,Comedy
tt0116322,Adventure
tt0116322,Children
tt0112817,Drama
tt0112817,Mystery
tt0112817,Western
tt0117108,Comedy
tt0116827,Drama
tt0116508,Crime
tt0116508,Thriller
tt0117998,Action
tt0117998,Adventure
tt0117998,Romance
tt0117998,Thriller
tt0115624,Action
tt0115624,Sci-Fi
tt0117894,Horror
tt0117894,Thriller
tt0117723,Comedy
tt0057012,Comedy
tt0057012,War
tt0108211,Drama
tt0108211,War
tt0117765,Comedy
tt0117765,Crime
tt0113280,Drama
tt0113280,Romance
tt0116669,Comedy
tt0116669,Drama
tt0116594,Drama
tt0117951,Comedy
tt0117951,Crime
tt0117951,Drama
tt0118523,Drama
tt0118523,Romance
tt0117737,Drama
tt0116778,Comedy
tt0116213,Action
tt0116213,Drama
tt0116213,Thriller
tt0111237,Drama
tt0116040,Action
